support,itemsets
0.04364537500632175,frozenset({'20712'})
0.042128154554190056,frozenset({'20719'})
0.0521923835533303,frozenset({'20724'})
0.0791483335862034,frozenset({'20725'})
0.051433773327264454,frozenset({'20726'})
0.06438072118545492,frozenset({'20727'})
0.058160117331714965,frozenset({'20728'})
0.044505133262529716,frozenset({'20914'})
0.0440499671268902,frozenset({'21034'})
0.0498659788600617,frozenset({'21080'})
0.0409143781924847,frozenset({'21175'})
0.042735042735042736,frozenset({'21181'})
0.06675769989379457,frozenset({'21212'})
0.04202700652404794,frozenset({'21232'})
0.04293733879532696,frozenset({'21731'})
0.04683153795579831,frozenset({'21790'})
0.04076265614727153,frozenset({'21928'})
0.04374652303646386,frozenset({'21929'})
0.059879633844130885,frozenset({'21931'})
0.04394881909674809,frozenset({'21977'})
0.04829818439285895,frozenset({'22077'})
0.05866585748242553,frozenset({'22086'})
0.04035806402670308,frozenset({'22090'})
0.04339250493096647,frozenset({'22112'})
0.04723613007636676,frozenset({'22138'})
0.04865220249835635,frozenset({'22139'})
0.05244525362868558,frozenset({'22178'})
0.07039902897891064,frozenset({'22197'})
0.04460628129267182,frozenset({'22355'})
0.05851413543721236,frozenset({'22382'})
0.06493703535123653,frozenset({'22383'})
0.05512567642745157,frozenset({'22384'})
0.061599150356546804,frozenset({'22386'})
0.05942446770849138,frozenset({'22411'})
0.10054114196126031,frozenset({'22423'})
0.06316694482374956,frozenset({'22457'})
0.060739392100338845,frozenset({'22469'})
0.046780963940727255,frozenset({'22470'})
0.04551661356395084,frozenset({'22629'})
0.042987912810398016,frozenset({'22630'})
0.05618773074394376,frozenset({'22666'})
0.05123147726698023,frozenset({'22697'})
0.053861326050675166,frozenset({'22699'})
0.07004501087341324,frozenset({'22720'})
0.042178728569261116,frozenset({'22722'})
0.04956253476963536,frozenset({'22726'})
0.05315328983968037,frozenset({'22727'})
0.04147069235826632,frozenset({'22910'})
0.057249785060435945,frozenset({'22960'})
0.058767005512567645,frozenset({'22961'})
0.05426591817124361,frozenset({'22993'})
0.050270570980630154,frozenset({'23084'})
0.04946138673949325,frozenset({'23199'})
0.04582005765437718,frozenset({'23201'})
0.044454559247458655,frozenset({'23202'})
0.06225661255247054,frozenset({'23203'})
0.05239467961361453,frozenset({'23206'})
0.055530268548020026,frozenset({'23209'})
0.044151115157032315,frozenset({'23245'})
0.05795782127143074,frozenset({'23298'})
0.046174075759874575,frozenset({'23301'})
0.08521721539473019,frozenset({'47566'})
0.05563141657816214,frozenset({'82482'})
0.0735851919283872,frozenset({'84879'})
0.04576948363930612,frozenset({'84946'})
0.041875284478834776,frozenset({'84991'})
0.04602235371466141,frozenset({'82494L'})
0.10564911748343701,frozenset({'85099B'})
0.04718555606129571,frozenset({'85099C'})
0.04106610023769787,frozenset({'85099F'})
0.11116168512618217,frozenset({'85123A'})
0.0417235624336216,"frozenset({'85099B', '22386'})"
