support,itemsets
0.026197339806807263,frozenset({'15036'})
0.022657158751833308,frozenset({'20676'})
0.03519951448945532,frozenset({'20685'})
0.02639963586709149,frozenset({'20711'})
0.04364537500632175,frozenset({'20712'})
0.03322712790168411,frozenset({'20713'})
0.020836494209275275,frozenset({'20717'})
0.029080058665857483,frozenset({'20718'})
0.042128154554190056,frozenset({'20719'})
0.036514438881302784,frozenset({'20723'})
0.0521923835533303,frozenset({'20724'})
0.0791483335862034,frozenset({'20725'})
0.051433773327264454,frozenset({'20726'})
0.06438072118545492,frozenset({'20727'})
0.058160117331714965,frozenset({'20728'})
0.044505133262529716,frozenset({'20914'})
0.02639963586709149,frozenset({'20971'})
0.0311535932837708,frozenset({'20972'})
0.0440499671268902,frozenset({'21034'})
0.0498659788600617,frozenset({'21080'})
0.021645678450412178,frozenset({'21086'})
0.02665250594244677,frozenset({'21094'})
0.022808880797046478,frozenset({'21154'})
0.024528397309462397,frozenset({'21155'})
0.022707732766904364,frozenset({'21165'})
0.036565012896373844,frozenset({'21166'})
0.02275830678197542,frozenset({'21169'})
0.02361806503818338,frozenset({'21172'})
0.027208820108228393,frozenset({'21174'})
0.0409143781924847,frozenset({'21175'})
0.042735042735042736,frozenset({'21181'})
0.02291002882718859,frozenset({'21210'})
0.06675769989379457,frozenset({'21212'})
0.03353057199211045,frozenset({'21213'})
0.02174682648055429,frozenset({'21216'})
0.025742173671167753,frozenset({'21231'})
0.04202700652404794,frozenset({'21232'})
0.027360542153441563,frozenset({'21314'})
0.024123805188893947,frozenset({'21430'})
0.02523643352045719,frozenset({'21479'})
0.02478126738481768,frozenset({'21481'})
0.020330754058564708,frozenset({'21484'})
0.03150761138926819,frozenset({'21485'})
0.02538815556567036,frozenset({'21523'})
0.024275527234107117,frozenset({'21524'})
0.020836494209275275,frozenset({'21558'})
0.02897891063571537,frozenset({'21559'})
0.024022657158751834,frozenset({'21621'})
0.022100844586051688,frozenset({'21668'})
0.021493956405199008,frozenset({'21669'})
0.020684772164062105,frozenset({'21672'})
